Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_type,sex,SRA Study,TISSUE
SRR8615349,65,RNA-Seq,GCA_000001405.13,202,22790990976,NA,PRJNA523380,SAMN10988070,Human,11445268731,KMS-20,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414404,Illumina HiSeq 2500,cell line,RNASeq-KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615350,62,RNA-Seq,GCA_000001405.13,202,16195329194,HSSRB,PRJNA523380,SAMN10987817,Human,7725138375,KMS-21BM,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414403,Illumina HiSeq 2500,cell line,RNASeq-KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615353,NA,RNA-Seq,GCA_000001405.13,202,14388822792,HSSRB,PRJNA523380,SAMN10988116,Human,6788408973,KMRC-3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Asian,SRX5414400,Illumina HiSeq 2500,cell line,RNASeq-KMRC3_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:53:00Z,1,KMRC3_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615354,67,RNA-Seq,GCA_000001405.13,202,12945609350,HSRRB,PRJNA523380,SAMN10987857,Human,6476829263,KMS-11,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414399,Illumina HiSeq 2500,cell line,RNASeq-KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615357,NA,RNA-Seq,GCA_000001405.13,202,12439687624,NA,PRJNA523380,SAMN10988299,Human,5912991608,KELLY,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",neuroblastoma,primary,Caucasian,SRX5414396,Illumina HiSeq 2500,cell line,RNASeq-KELLY_AUTONOMIC_GANGLIA,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:47:00Z,1,KELLY_AUTONOMIC_GANGLIA,cell culture,NA,SRP186687,autonomic_ganglia
SRR8615358,52,RNA-Seq,GCA_000001405.13,202,16472803060,RIKEN:KE-97,PRJNA523380,SAMN10987861,Human,8241923780,KE-97,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Asian,SRX5414395,Illumina HiSeq 2500,cell line,RNASeq-KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:57:00Z,1,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615359,64,RNA-Seq,GCA_000001405.13,202,19304476430,GNF,PRJNA523380,SAMN10988386,Human,9597655733,PA-TU-8988T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5414394,Illumina HiSeq 2500,cell line,RNASeq-PATU8988T_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:05:00Z,1,PATU8988T_PANCREAS,cell culture,female,SRP186687,pancreas
SRR8615360,15,RNA-Seq,GCA_000001405.13,202,12099247934,DSMZ:KASUMI-2,PRJNA523380,SAMN10988450,Human,5771200627,KASUMI-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia\, L2)",primary,Asian,SRX5414393,Illumina HiSeq 2500,cell line,RNASeq-KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:46:00Z,1,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615361,7,RNA-Seq,GCA_000001405.13,202,17839967946,GNF,PRJNA523380,SAMN10988020,Human,8793297021,KASUMI-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M2)",primary,Asian,SRX5414392,Illumina HiSeq 2500,cell line,RNASeq-KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:55:00Z,1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615362,55,RNA-Seq,GCA_000001405.13,202,15126348426,ATCC:KATO III,PRJNA523380,SAMN10988331,Human,7541379313,KATO III,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Asian,SRX5414391,Illumina HiSeq 2500,cell line,RNASeq-KATOIII_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:53:00Z,1,KATOIII_STOMACH,cell culture,male,SRP186687,stomach
SRR8615363,64,RNA-Seq,GCA_000001405.13,202,14901990056,ATCC:Kasumi-6,PRJNA523380,SAMN10988477,Human,7005917681,Kasumi-6,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M2)",primary,Asian,SRX5414390,Illumina HiSeq 2500,cell line,RNASeq-KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:53:00Z,1,KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615366,77,RNA-Seq,GCA_000001405.13,202,19129438784,RIKEN:KE-39,PRJNA523380,SAMN10987859,Human,9588503743,KE-39,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Asian,SRX5414387,Illumina HiSeq 2500,cell line,RNASeq-KE39_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,KE39_STOMACH,cell culture,male,SRP186687,stomach
SRR8615367,27,RNA-Seq,GCA_000001405.13,202,14931186934,DSMZ:KE-37,PRJNA523380,SAMN10988503,Human,7013473223,KE-37,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),primary,Caucasian,SRX5414386,Illumina HiSeq 2500,cell line,RNASeq-KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615368,17,RNA-Seq,GCA_000001405.13,202,10129131026,DSMZ:SU-DHL-5,PRJNA523380,SAMN10989557,Human,4781051323,SU-DHL-5,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,Caucasian,SRX5414385,Illumina HiSeq 2500,cell line,RNASeq-SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:39:00Z,1,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615369,43,RNA-Seq,GCA_000001405.13,202,17851326204,DSMZ:SU-DHL-6,PRJNA523380,SAMN10989551,Human,8709222819,SU-DHL-6,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414384,Illumina HiSeq 2500,cell line,RNASeq-SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:50:00Z,1,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615371,85,RNA-Seq,GCA_000001405.13,202,14669151928,NIBRI,PRJNA523380,SAMN10988145,Human,7334573772,Panc 08.13,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414382,Illumina HiSeq 2500,cell line,RNASeq-PANC0813_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,PANC0813_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615373,NA,RNA-Seq,GCA_000001405.13,202,24317896856,NIBRI,PRJNA523380,SAMN10988193,Human,11386760442,ST486,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Burkitt_lymphoma),metastasis,Caucasian,SRX5414380,Illumina HiSeq 2500,cell line,RNASeq-ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615374,NA,RNA-Seq,GCA_000001405.13,202,11518259372,NA,PRJNA523380,SAMN10989622,Human,5289955715,STM9101,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414379,Illumina HiSeq 2500,cell line,RNASeq-STM9101_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:45:00Z,1,STM9101_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615376,25,RNA-Seq,GCA_000001405.13,202,17948453864,DSMZ:SU-DHL-10,PRJNA523380,SAMN10988471,Human,8929152491,SU-DHL-10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414377,Illumina HiSeq 2500,cell line,RNASeq-SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615380,58,RNA-Seq,GCA_000001405.13,202,17927026714,DSMZ:GRANTA-519,PRJNA523380,SAMN10988429,Human,10097517810,GRANTA-519,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (mantle_cell_lymphoma),primary,Caucasian,SRX5414373,Illumina HiSeq 2500,cell line,RNASeq-GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615381,71,RNA-Seq,GCA_000001405.13,202,18956062790,ECACC:GP2d,PRJNA523380,SAMN10988004,Human,10156487651,GP2d,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414372,Illumina HiSeq 2500,cell line,RNASeq-GP2D_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,GP2D_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8615382,55,RNA-Seq,GCA_000001405.13,202,23886208312,GNF,PRJNA523380,SAMN10987798,Human,13446838347,GOS-3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5414371,Illumina HiSeq 2500,cell line,RNASeq-GOS3_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:05:00Z,1,GOS3_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615383,49,RNA-Seq,GCA_000001405.13,202,19246942588,DSMZ:GMS-10,PRJNA523380,SAMN10988272,Human,10258733387,GMS-10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Caucasian,SRX5414370,Illumina HiSeq 2500,cell line,RNASeq-GMS10_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:59:00Z,1,GMS10_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615384,61,RNA-Seq,GCA_000001405.13,202,17848380034,RIKEN:GI-1,PRJNA523380,SAMN10987799,Human,10055980561,GI-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (gliosarcoma),primary,Asian,SRX5414369,Illumina HiSeq 2500,cell line,RNASeq-GI1_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:57:00Z,1,GI1_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615385,66,RNA-Seq,GCA_000001405.13,202,19727520586,NIBRI,PRJNA523380,SAMN10987916,Human,10992713536,GDM-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M4)",primary,Caucasian,SRX5414368,Illumina HiSeq 2500,cell line,RNASeq-GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615386,29,RNA-Seq,GCA_000001405.13,202,19530334852,NIBRI,PRJNA523380,SAMN10987909,Human,11026353757,GCT,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_fibrous_histiocytoma-pleomorphic_sarcoma,metastasis,Caucasian,SRX5414367,Illumina HiSeq 2500,cell line,RNASeq-GCT_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,GCT_SOFT_TISSUE,cell culture,male,SRP186687,soft_tissue
SRR8615387,NA,RNA-Seq,GCA_000001405.13,202,14480478474,RIKEN:Li-7,PRJNA523380,SAMN10987749,Human,6839915678,Li-7,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5414366,Illumina HiSeq 2500,cell line,RNASeq-LI7_LIVER,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:48:00Z,1,LI7_LIVER,cell culture,NA,SRP186687,liver
SRR8615390,NA,RNA-Seq,GCA_000001405.13,202,13991256088,RIKEN:TE-8,PRJNA523380,SAMN10987746,Human,6652676346,TE-8,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5414363,Illumina HiSeq 2500,cell line,RNASeq-TE8_OESOPHAGUS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:46:00Z,1,TE8_OESOPHAGUS,cell culture,NA,SRP186687,oesophagus
SRR8615391,1,RNA-Seq,GCA_000001405.13,202,17212940352,NIBRI,PRJNA523380,SAMN10988099,Human,8066933344,KYM-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdomyosarcoma,primary,Asian,SRX5414362,Illumina HiSeq 2500,cell line,RNASeq-KYM1_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:55:00Z,1,KYM1_SOFT_TISSUE,cell culture,NA,SRP186687,soft_tissue
SRR8615394,63,RNA-Seq,GCA_000001405.13,202,16737921192,HSRRB,PRJNA523380,SAMN10987825,Human,7842091192,LU99,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),metastasis,Asian,SRX5414359,Illumina HiSeq 2500,cell line,RNASeq-LU99_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,LU99_LUNG,cell culture,male,SRP186687,lung
SRR8615396,54,RNA-Seq,GCA_000001405.13,202,15215802308,ATCC:LS1034,PRJNA523380,SAMN10988322,Human,7236885551,LS1034,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414357,Illumina HiSeq 2500,cell line,RNASeq-LS1034_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,LS1034_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8615397,56,RNA-Seq,GCA_000001405.13,202,18306360090,HSRRB,PRJNA523380,SAMN10988493,Human,9770254513,LP-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (plasma_cell_myeloma),primary,Caucasian,SRX5414356,Illumina HiSeq 2500,cell line,RNASeq-LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:03:00Z,1,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615398,58,RNA-Seq,GCA_000001405.13,202,15513614746,NA,PRJNA523380,SAMN10988327,Human,7795959727,LS 180,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414355,Illumina HiSeq 2500,cell line,RNASeq-LS180_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,LS180_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8615400,NA,RNA-Seq,GCA_000001405.13,202,16583580870,NA,PRJNA523380,SAMN10988417,Human,8833610571,LN-340,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma_Grade_IV),NA,Caucasian,SRX5414353,Illumina HiSeq 2500,cell line,RNASeq-LN340_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:03:00Z,1,LN340_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615403,NA,RNA-Seq,GCA_000001405.13,202,16164510862,NA,PRJNA523380,SAMN10988411,Human,8632572467,LN-319,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma_Grade_III),NA,Caucasian,SRX5414350,Illumina HiSeq 2500,cell line,RNASeq-LN319_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:49:00Z,1,LN319_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615404,54,RNA-Seq,GCA_000001405.13,202,23621473172,NIBRI,PRJNA523380,SAMN10988305,Human,11741014278,AGS,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414349,Illumina HiSeq 2500,cell line,RNASeq-AGS_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:06:00Z,1,AGS_STOMACH,cell culture,female,SRP186687,stomach
SRR8615407,47,RNA-Seq,GCA_000001405.13,202,15890492004,HSRRB,PRJNA523380,SAMN10988302,Human,7918945022,ABC-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Asian,SRX5414346,Illumina HiSeq 2500,cell line,RNASeq-ABC1_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:44:00Z,1,ABC1_LUNG,cell culture,male,SRP186687,lung
SRR8615409,13,RNA-Seq,GCA_000001405.13,202,14582632298,ATCC:AML-193,PRJNA523380,SAMN10987604,Human,7537259002,AML-193,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M5)",primary,African_american,SRX5414344,Illumina HiSeq 2500,cell line,RNASeq-AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:02:00Z,1,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615410,36,RNA-Seq,GCA_000001405.13,202,21744199100,HSSRB,PRJNA523380,SAMN10987853,Human,11560976525,AM-38,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",primary,Asian,SRX5414343,Illumina HiSeq 2500,cell line,RNASeq-AM38_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:52:00Z,1,AM38_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615413,55,RNA-Seq,GCA_000001405.13,202,19065897058,ATCC:AN3 CA,PRJNA523380,SAMN10988375,Human,9598509831,AN3 CA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414340,Illumina HiSeq 2500,cell line,RNASeq-AN3CA_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:00:00Z,1,AN3CA_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8615415,37,RNA-Seq,GCA_000001405.13,202,18613539874,GNF,PRJNA523380,SAMN10988524,Human,9107033421,Hs 281.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414338,Illumina HiSeq 2500,cell line,RNASeq-HS281T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,HS281T_FIBROBLAST,cell culture,female,SRP186687,breast
